id,section,requirement,normative_force,initial_code,subtheme,theme,generator_consumer_axis,issue_focus,previous_single_subtheme
CDX-1228,14.1.3.1.13 Organizational Contact,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1229,14.1.3.1.13 Organizational Contact,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1230,14.1.3.1.13 Organizational Contact,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1231,14.1.3.1.14 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1232,14.1.3.1.14 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1233,14.1.3.1.14 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1234,14.1.3.1.15 Name,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1235,14.1.3.1.16 Email Address,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1236,14.1.3.1.17 Phone,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1237,14.1.3.2 Organizational Contact,The individual property is Optional.,MAY,annotation_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Annotations
CDX-1238,14.1.3.2 Organizational Contact,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1239,14.1.3.2 Organizational Contact,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1240,14.1.3.2 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1241,14.1.3.2 Organizational Contact,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1242,14.1.3.2 Organizational Contact,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1243,14.1.3.2 Organizational Contact,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1244,14.1.3.2.1 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1245,14.1.3.2.1 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1246,14.1.3.2.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1247,14.1.3.2.2 Name,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1248,14.1.3.2.3 Email Address,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1249,14.1.3.2.4 Phone,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-1250,14.1.3.3 Component,The component property is Optional.,MAY,annotation_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Annotations
CDX-1251,14.1.3.4 Service,The service property is Optional.,MAY,annotation_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Annotations
CDX-1252,14.1.4 Timestamp,The timestamp property is Required.,REQUIRED,timestamp_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Timestamping
CDX-1253,14.1.5 Text,The text property is Required.,REQUIRED,annotation_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Annotations
CDX-1254,14.1.6 Signature,The signature property is Optional.,MAY,signature_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Digital Signatures
CDX-1255,14.1.6 Signature,All items must be unique.,REQUIRED,signature_integrity_population,Integrity metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Digital Signatures
CDX-1256,15 Formulation,The formulation property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1257,15 Formulation,Each item of this array must be a Formula object.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1258,15.1 Formula,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1259,15.1.2 Components,The components property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1260,15.1.3 Services,The services property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1261,15.1.4 Workflows,The workflows property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1262,15.1.4.1.7 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1263,15.1.4.1.7 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1264,15.1.4.1.7 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1265,15.1.4.1.13 BOM Reference,The bom-ref property is Required.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1266,15.1.4.1.13 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1267,15.1.4.1.14 Unique Identifier (UID),The uid property is Required.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1268,15.1.4.1.18 Resource reference choice,The ref property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1269,15.1.4.1.18 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1270,15.1.4.1.19 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1271,15.1.4.1.19 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1272,15.1.4.1.19 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1273,15.1.4.1.31 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1274,15.1.4.1.44 Resource reference choice,The ref property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1275,15.1.4.1.44 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1276,15.1.4.1.45 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1277,15.1.4.1.45 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1278,15.1.4.1.50 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1279,15.1.4.1.50 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1280,15.1.4.1.50 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1281,15.1.4.1.53 External Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1282,15.1.4.1.66 Data Attachment,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-1283,15.1.4.1.67 Content-Type,The contentType property is Optional.,MAY,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-1284,15.1.4.1.68 Encoding,The encoding property is Optional.,MAY,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-1285,15.1.4.1.69 Attachment Text,The content property is Required.,REQUIRED,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-1286,15.1.4.1.69 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,data_governance_modeling,Specialized BOM extensions,Specialized security data models,generator-population,inventory/provenance,Data Components and Governance
CDX-1287,15.1.4.1.70 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1288,15.1.4.1.70 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1289,15.1.4.1.70 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1290,15.1.4.1.74 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1291,15.1.4.1.75 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1292,15.1.4.1.75 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1293,15.1.4.1.75 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1294,15.1.4.1.79 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1295,15.1.4.1.80 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1296,15.1.4.1.80 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1297,15.1.4.1.80 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1298,15.1.4.1.83 External Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1299,15.1.4.1.84 Parameters,The parameters property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1300,15.1.4.1.84 Parameters,Each item of this array must be a Parameter object.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1301,15.1.4.1.85 Parameter,The name property is Required.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1302,15.1.4.1.85 Parameter,The value property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1303,15.1.4.1.89 Environment variables,The environmentVars property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1304,15.1.4.1.90 Lightweight name-value pair,The name property is Required.,REQUIRED,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1305,15.1.4.1.91 Value,The value property is Optional.,MAY,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1306,15.1.4.1.92 Value,All items must be unique.,REQUIRED,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1307,15.1.4.1.93 Attachment,The data property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1308,15.1.4.1.94 Content-Type,The contentType property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1309,15.1.4.1.95 Encoding,The encoding property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1310,15.1.4.1.96 Attachment Text,The content property is Required.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1311,15.1.4.1.96 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1312,15.1.4.1.97 Properties,The properties property is Optional.,MAY,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1313,15.1.4.1.97 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-1314,15.1.4.1.97 Properties,Formal registration is optional.,MAY,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-1315,15.1.4.1.97 Properties,Each item of this array must be a Lightweight name-value pair object.,REQUIRED,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1316,15.1.4.1.103 Resource reference choice,The type property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1317,15.1.4.1.103 Resource reference choice,The source property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1318,15.1.4.1.103 Resource reference choice,The target property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1319,15.1.4.1.103 Resource reference choice,The resource property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1320,15.1.4.1.104 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1321,15.1.4.1.104 BOM Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1322,15.1.4.1.108 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1323,15.1.4.1.109 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1324,15.1.4.1.109 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1325,15.1.4.1.109 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1326,15.1.4.1.113 Resource reference choice,The externalReference property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1327,15.1.4.1.114 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1328,15.1.4.1.114 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1329,15.1.4.1.114 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1330,15.1.4.1.117 External Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1331,15.1.4.1.118 Attachment,The data property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1332,15.1.4.1.119 Content-Type,The contentType property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1333,15.1.4.1.120 Encoding,The encoding property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1334,15.1.4.1.121 Attachment Text,The content property is Required.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1335,15.1.4.1.121 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1336,15.1.4.1.122 Environment variables,The environmentVars property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1337,15.1.4.1.122 Environment variables,The environment variables Must be one of: Lightweight name-value pair.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1338,15.1.4.1.134 Steps,The steps property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1339,15.1.4.1.137 Commands,The commands property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1340,15.1.4.1.137 Commands,Each item of the commands array must be an object (Command object).,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1341,15.1.4.1.138 Executed,The executed property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1342,15.1.4.1.139 Properties,The properties property is Optional.,MAY,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1343,15.1.4.1.139 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-1344,15.1.4.1.139 Properties,Formal registration is optional.,MAY,property_taxonomy_normalization,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Property Taxonomies
CDX-1345,15.1.4.1.139 Properties,Each item of this array must be a Lightweight name-value pair object.,REQUIRED,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1346,15.1.4.1.141 Inputs,The inputs property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1347,15.1.4.1.141 Inputs,Each item of the inputs array must be an object (Input object).,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1348,15.1.4.1.149 Resource reference choice,The source property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1349,15.1.4.1.149 Resource reference choice,The target property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1350,15.1.4.1.149 Resource reference choice,The resource property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1351,15.1.4.1.150 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1352,15.1.4.1.150 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1353,15.1.4.1.150 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1354,15.1.4.1.153 External Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1355,15.1.4.1.155 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1356,15.1.4.1.155 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1357,15.1.4.1.155 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1358,15.1.4.1.158 External Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1359,15.1.4.1.160 BOM Reference,The ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1360,15.1.4.1.160 BOM Reference,The ref must be any of: Ref.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1361,15.1.4.1.160 BOM Reference,The ref must be any of: BOM-Link Element.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-1362,15.1.4.1.163 External Reference,The externalReference property is Optional.,MAY,external_reference_population,External identifiers and references,Component inventory and identity,generator-population,inventory/provenance,External References
CDX-1363,15.1.4.1.164 Parameters,The parameters property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1364,15.1.4.1.168 Environment variables,The environmentVars property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1365,15.1.4.1.172 Value,All items must be unique.,REQUIRED,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
CDX-1366,15.1.4.1.173 Attachment,The data property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1367,15.1.4.1.173 Attachment,The contentType property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1368,15.1.4.1.173 Attachment,The encoding property is Optional.,MAY,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1369,15.1.4.1.176 Attachment Text,The content property is Required.,REQUIRED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1370,15.1.4.1.176 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,formulation_build_evidence,Build provenance and evidence,Completeness and evidence,generator-population,completeness/evidence,Formulation and Reproducible Builds
CDX-1371,15.1.4.1.177 Properties,The properties property is Optional.,MAY,extension_property_population,Extension and annotation mechanisms,Structural conformance and validation,shared-validation,inventory/provenance,Extensibility via Properties
